;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;quality teste
104;0.733333333;0.341463415;0.9375;0.532258065;0.320512821;0.75862069;0.826923077;0.822294023;0.307692308;0.453333333;0.178571429;0.333333333;0.333333
105;0.466666667;0.073170732;0.625;0.075268817;0.294871795;0.551724138;0.375;0.394184168;0.365384615;0.293333333;0.339285714;0.5;0.5
106;0.55;0.390243902;0.21875;0.322580645;0.487179487;1;0.769230769;0.612277868;0.413461538;0.24;0.267857143;0.333333333;0.333333
107;0.383333333;0.268292683;0.265625;0.225806452;0.205128205;0.655172414;0.490384615;0.426494346;0.413461538;0.253333333;0.357142857;0.666666667;0.666667
108;0.383333333;0.243902439;0.25;0.220430108;0.217948718;0.862068966;0.625;0.43457189;0.423076923;0.24;0.357142857;0.5;0.5
109;0.366666667;0.304878049;0.265625;0.075268817;0.192307692;0.172413793;0.163461538;0.345718901;0.605769231;0.64;0.553571429;0.666666667;0.666667
110;0.183333333;0.536585366;0.0625;0.408602151;0.153846154;0.827586207;0.778846154;0.353796446;0.730769231;0.373333333;0.732142857;0.833333333;0.833333
111;0.65;0.170731707;0.484375;0.161290323;0.282051282;0.896551724;0.634615385;0.644588045;0.567307692;0.293333333;0.285714286;0.5;0.5
112;0.483333333;0.170731707;0.375;0.215053763;0.141025641;0.793103448;0.490384615;0.426494346;0.423076923;0.2;0.392857143;0.5;0.5
113;0.45;0.158536585;0.390625;0.376344086;0.141025641;0.862068966;0.5;0.515347334;0.403846154;0.186666667;0.375;0.333333333;0.333333
114;0.45;0.158536585;0.390625;0.376344086;0.141025641;0.862068966;0.5;0.515347334;0.403846154;0.186666667;0.375;0.333333333;0.333333
115;0.483333333;0.170731707;0.375;0.215053763;0.141025641;0.793103448;0.490384615;0.426494346;0.423076923;0.2;0.392857143;0.5;0.5
116;0.483333333;0.207317073;0.53125;0.462365591;0.141025641;0.827586207;0.519230769;0.57996769;0.375;0.173333333;0.357142857;0.5;0.5
117;0.416666667;0.280487805;0.203125;0.301075269;0.243589744;0.896551724;0.576923077;0.563812601;0.403846154;0.56;0.285714286;0.5;0.5
118;0.55;0.12195122;0.484375;0.032258065;0.205128205;0.75862069;0.019230769;0.369951535;0.384615385;0.373333333;0.357142857;0.333333333;0.333333
119;0.416666667;0.256097561;0.390625;0.220430108;0.128205128;0.793103448;0.173076923;0.305331179;0.567307692;0.493333333;0.732142857;0.833333333;0.833333
120;0.483333333;0.158536585;0.375;0.209677419;0.153846154;0.896551724;0.5;0.426494346;0.413461538;0.213333333;0.392857143;0.333333333;0.333333
121;0.4;0.146341463;0.3125;0.059139785;0.166666667;0.172413793;0.076923077;0.256865913;0.490384615;0.226666667;0.607142857;0.5;0.5
122;0.433333333;0.207317073;0.375;0.494623656;0.230769231;0.655172414;0.480769231;0.644588045;0.326923077;0.28;0.25;0.333333333;0.333333
123;0.4;0.146341463;0.3125;0.059139785;0.166666667;0.172413793;0.076923077;0.256865913;0.490384615;0.226666667;0.607142857;0.5;0.5
124;0.4;0.146341463;0.359375;0.043010753;0.205128205;0.137931034;0.211538462;0.28917609;0.528846154;0.253333333;0.5;0.5;0.5
125;0.333333333;0.182926829;0.46875;0.032258065;0.346153846;0.034482759;0.538461538;0.571890145;0.653846154;0.4;0.357142857;0.333333333;0.333333
126;0.583333333;0.109756098;0.515625;0.38172043;0.320512821;0.551724138;0.673076923;0.725363489;0.403846154;0.426666667;0.107142857;0.666666667;0.666667
127;0.683333333;0.158536585;0.40625;0.043010753;0.346153846;0.206896552;0.442307692;0.596122779;0.413461538;0.413333333;0.285714286;0.5;0.5
128;0.416666667;0.182926829;0.5;0.483870968;0.307692308;0.655172414;0.548076923;0.709208401;0.394230769;0.32;0.125;0.5;0.5
129;0.65;0.085365854;0.5625;0.693548387;0.41025641;0.931034483;0.336538462;0.8546042;0.365384615;0.36;0.285714286;0.5;0.5
130;0.266666667;0.274390244;0.3125;0.096774194;0.653846154;0.551724138;0.432692308;0.402261712;0.355769231;0.373333333;0.214285714;0.5;0.5
131;0.366666667;0.304878049;0.359375;0.021505376;0.384615385;0.448275862;0.826923077;0.426494346;0.365384615;0.733333333;0.196428571;0.5;0.5
132;0.533333333;0.31097561;0.0625;0.02688172;0.448717949;0.448275862;0.009615385;0.539579968;0.365384615;0.266666667;0.089285714;0.333333333;0.333333
133;0.483333333;0.048780488;0.3125;0.247311828;0.384615385;1;0.423076923;0.547657512;0.605769231;0.213333333;0.232142857;0.5;0.5
134;0.483333333;0.06097561;0.46875;0.086021505;0.217948718;0.24137931;0.182692308;0.394184168;0.692307692;0.253333333;0.535714286;0.666666667;0.666667
135;0.35;0.182926829;0.34375;0.150537634;0.102564103;0.620689655;0.288461538;0.305331179;0.605769231;0.64;0.696428571;0.666666667;0.666667
136;0.35;0.085365854;0.265625;0.043010753;0.884615385;1;0.576923077;0.394184168;0.692307692;0.52;0.428571429;0.5;0.5
137;0.5;0.268292683;0.171875;0.016129032;0.423076923;0.965517241;0.625;0.426494346;0.336538462;0.293333333;0.178571429;0.5;0.5
138;0.633333333;0.219512195;0.59375;0.086021505;0.371794872;0.862068966;0.913461538;0.458804523;0.384615385;0.546666667;0.392857143;0.5;0.5
139;0.5;0.268292683;0.171875;0.016129032;0.423076923;0.965517241;0.625;0.426494346;0.336538462;0.293333333;0.178571429;0.5;0.5
140;0.633333333;0.219512195;0.59375;0.086021505;0.371794872;0.862068966;0.913461538;0.458804523;0.384615385;0.546666667;0.392857143;0.5;0.5
141;0.55;0.195121951;0.265625;0.091397849;0.358974359;0.655172414;0.634615385;0.499192246;0.317307692;0.373333333;0.142857143;0.5;0.5
142;0.2;0.268292683;0.1875;0.048387097;0.08974359;0.24137931;0.057692308;0.151857835;0.711538462;0.2;0.732142857;0.666666667;0.666667
143;0.2;0.268292683;0.1875;0.048387097;0.08974359;0.24137931;0.057692308;0.151857835;0.711538462;0.2;0.732142857;0.666666667;0.666667
144;0.416666667;0.243902439;0.28125;0.043010753;0.217948718;0.034482759;0.346153846;0.36187399;0.528846154;0.373333333;0.357142857;0.666666667;0.666667
145;0.566666667;0.109756098;0.53125;0.037634409;0.320512821;0.344827586;0.144230769;0.402261712;0.365384615;0.306666667;0.285714286;0.666666667;0.666667
146;0.3;0.256097561;0.625;0.102150538;0.371794872;0.206896552;0.692307692;0.426494346;0.432692308;0.546666667;0.285714286;0.5;0.5
147;0.416666667;0.243902439;0.28125;0.043010753;0.217948718;0.034482759;0.346153846;0.36187399;0.528846154;0.373333333;0.357142857;0.666666667;0.666667
148;0.566666667;0.109756098;0.53125;0.037634409;0.320512821;0.344827586;0.144230769;0.402261712;0.365384615;0.306666667;0.285714286;0.666666667;0.666667
149;0.6;0.292682927;0.28125;0.478494624;0.397435897;0.517241379;0.711538462;0.765751212;0.336538462;0.4;0.142857143;0.5;0.5
150;0.55;0.195121951;0.265625;0.091397849;0.358974359;0.655172414;0.634615385;0.499192246;0.317307692;0.373333333;0.142857143;0.5;0.5
151;0.35;0.304878049;0.453125;0.134408602;0.08974359;0.310344828;0.403846154;0.28917609;0.586538462;0.213333333;0.517857143;0.666666667;0.666667
152;0.2;0.268292683;0.1875;0.048387097;0.08974359;0.24137931;0.057692308;0.151857835;0.711538462;0.2;0.732142857;0.666666667;0.666667
153;0.183333333;0.073170732;0.71875;0.043010753;0.076923077;0.448275862;0.307692308;0.256865913;0.682692308;0.213333333;0.428571429;0.666666667;0.666667
154;0.466666667;0.12195122;0.34375;0.252688172;0.346153846;0.620689655;0.548076923;0.612277868;0.596153846;0.306666667;0.232142857;0.5;0.5
155;0.366666667;0.536585366;0.078125;0.489247312;0.141025641;0.275862069;0.403846154;0.668820679;0.567307692;0.32;0.321428571;0.5;0.5
156;0.716666667;0.207317073;0.5;0.059139785;0.141025641;0.655172414;0.096153846;0.345718901;0.307692308;0.213333333;0.535714286;0.333333333;0.333333
157;0.4;0.109756098;0.46875;0.043010753;0.217948718;0.827586207;0.230769231;0.345718901;0.663461538;0.36;0.535714286;0.5;0.5
158;0.416666667;0.097560976;0.5;0.11827957;0.153846154;0.724137931;0;0.273021002;0.509615385;0.24;0.589285714;0.5;0.5
159;0.4;0.109756098;0.46875;0.043010753;0.217948718;0.827586207;0.230769231;0.345718901;0.663461538;0.36;0.535714286;0.5;0.5
160;0.483333333;0.134146341;0.328125;0.301075269;0.192307692;0.75862069;0.836538462;0.353796446;0.451923077;0.573333333;0.75;0.5;0.5
161;0.316666667;0.207317073;0.375;0.177419355;0.141025641;1;0.153846154;0.176090468;0.596153846;0.213333333;0.785714286;0.666666667;0.666667
162;0.5;0.463414634;0.21875;0.02688172;0.371794872;0.068965517;0.403846154;0.466882068;0.384615385;0.373333333;0.178571429;0.333333333;0.333333
163;0.4;0.036585366;0.453125;0.02688172;0.307692308;0.517241379;0.317307692;0.369951535;0.471153846;0.4;0.339285714;0.5;0.5
164;0.716666667;0.207317073;0.5;0.059139785;0.141025641;0.655172414;0.096153846;0.345718901;0.307692308;0.213333333;0.535714286;0.333333333;0.333333
165;0.566666667;0.207317073;0.40625;0.64516129;0.256410256;0.931034483;0.548076923;0.8546042;0.509615385;0.746666667;0.214285714;0.5;0.5
166;0.55;0.097560976;0.453125;0.02688172;0.205128205;0.724137931;0.019230769;0.353796446;0.375;0.36;0.375;0.333333333;0.333333
167;0.55;0.097560976;0.453125;0.02688172;0.205128205;0.724137931;0.019230769;0.353796446;0.375;0.36;0.375;0.333333333;0.333333
168;0.566666667;0.207317073;0.40625;0.64516129;0.256410256;0.931034483;0.548076923;0.8546042;0.509615385;0.746666667;0.214285714;0.5;0.5
169;0.583333333;0.12195122;0.265625;0.02688172;0.269230769;0.551724138;0.153846154;0.426494346;0.403846154;0.133333333;0.25;0.5;0.5
170;0.583333333;0.12195122;0.265625;0.02688172;0.269230769;0.551724138;0.153846154;0.426494346;0.403846154;0.133333333;0.25;0.5;0.5
171;0.583333333;0.243902439;0.28125;0.048387097;0.384615385;0.75862069;0.519230769;0.442649435;0.519230769;0.44;0.375;0.5;0.5
172;0.65;0.12195122;0.265625;0.02688172;0.397435897;0.310344828;0.057692308;0.499192246;0.278846154;0.306666667;0.125;0.333333333;0.333333
173;0.416666667;0.280487805;0;0.021505376;0.358974359;0.275862069;0.009615385;0.426494346;0.423076923;0.2;0.25;0.333333333;0.333333
174;0.516666667;0.146341463;0.40625;0.344086022;0.102564103;0.689655172;0.201923077;0.386106624;0.557692308;0.32;0.660714286;0.833333333;0.833333
175;0.5;0.109756098;0.421875;0.295698925;0.08974359;0.448275862;0.134615385;0.369951535;0.586538462;0.346666667;0.678571429;0.666666667;0.666667
176;0.466666667;0.134146341;0.421875;0.048387097;0.102564103;0.448275862;0.182692308;0.313408724;0.5;0.48;0.571428571;0.666666667;0.666667
177;0.366666667;0.329268293;0.15625;0.317204301;0.166666667;0.482758621;0.519230769;0.515347334;0.509615385;0.613333333;0.357142857;0.5;0.5
178;0.316666667;0.207317073;0.265625;0.102150538;0.435897436;0.655172414;0.701923077;0.321486268;0.730769231;0.253333333;0.714285714;0.333333333;0.333333
179;0.433333333;0.365853659;0.21875;0.715053763;0.358974359;0.448275862;0.288461538;0.870759289;0.644230769;0.4;0.25;0.5;0.5
180;0.433333333;0.365853659;0.21875;0.715053763;0.358974359;0.448275862;0.288461538;0.870759289;0.644230769;0.4;0.25;0.5;0.5
181;0.416666667;0.207317073;0.296875;0.048387097;0.41025641;0.793103448;0.423076923;0.442649435;0.682692308;0.44;0.375;0.666666667;0.666667
182;0.55;0.597560976;0.15625;0.494623656;0.641025641;0.344827586;0.875;0.7819063;0.25;0.413333333;0.125;0.333333333;0.333333
183;0.366666667;0.109756098;0.234375;0.02688172;0.230769231;0.793103448;0.432692308;0.378029079;0.451923077;0.28;0.303571429;0.333333333;0.333333
184;0.333333333;0.426829268;0.0625;0.107526882;0.282051282;0.551724138;0.740384615;0.458804523;0.663461538;0.373333333;0.392857143;0.666666667;0.666667
185;0.35;0.195121951;0.265625;0.048387097;0.333333333;0.724137931;0.288461538;0.402261712;0.615384615;0.373333333;0.375;0.666666667;0.666667
186;0.416666667;0.207317073;0.296875;0.048387097;0.41025641;0.793103448;0.423076923;0.442649435;0.682692308;0.44;0.375;0.666666667;0.666667
